    0.00000    0.00000    0.00000
    1.50000    0.00000    0.00000
    3.00000    0.00000    0.00000
    4.50000    0.00000    0.00000
    6.00000    0.00000    0.00000
    7.50000    0.00000    0.00000
    9.00000    0.00000    0.00000
   10.50000    0.00000    0.00000
    0.00000    1.50000    0.00000
    1.50000    1.50000    0.00000
    3.00000    1.50000    0.00000
    4.50000    1.50000    0.00000
    6.00000    1.50000    0.00000
    7.50000    1.50000    0.00000
    9.00000    1.50000    0.00000
   10.50000    1.50000    0.00000
    0.00000    3.00000    0.00000
    1.50000    3.00000    0.00000
    3.00000    3.00000    0.00000
    4.50000    3.00000    0.00000
    6.00000    3.00000    0.00000
    7.50000    3.00000    0.00000
    9.00000    3.00000    0.00000
   10.50000    3.00000    0.00000
    0.00000    4.50000    0.00000
    1.50000    4.50000    0.00000
    3.00000    4.50000    0.00000
    4.50000    4.50000    0.00000
    6.00000    4.50000    0.00000
    7.50000    4.50000    0.00000
    9.00000    4.50000    0.00000
   10.50000    4.50000    0.00000
    0.00000    6.00000    0.00000
    1.50000    6.00000    0.00000
    3.00000    6.00000    0.00000
    4.50000    6.00000    0.00000
    6.00000    6.00000    0.00000
    7.50000    6.00000    0.00000
    9.00000    6.00000    0.00000
   10.50000    6.00000    0.00000
    0.00000    7.50000    0.00000
    1.50000    7.50000    0.00000
    3.00000    7.50000    0.00000
    4.50000    7.50000    0.00000
    6.00000    7.50000    0.00000
    7.50000    7.50000    0.00000
    9.00000    7.50000    0.00000
   10.50000    7.50000    0.00000
    0.00000    9.00000    0.00000
    1.50000    9.00000    0.00000
    3.00000    9.00000    0.00000
    4.50000    9.00000    0.00000
    6.00000    9.00000    0.00000
    7.50000    9.00000    0.00000
    9.00000    9.00000    0.00000
   10.50000    9.00000    0.00000
    0.00000   10.50000    0.00000
    1.50000   10.50000    0.00000
    3.00000   10.50000    0.00000
    4.50000   10.50000    0.00000
    6.00000   10.50000    0.00000
    7.50000   10.50000    0.00000
    9.00000   10.50000    0.00000
   10.50000   10.50000    0.00000
